"time","u_ext","T_amb_ext","T_Out_ext"
586,1,20,23.5037
586.5,1,20,23.5036
587,1,20,23.5035
587.5,1,20,23.5035
588,1,20,23.5034
588.5,1,20,23.5033
589,1,20,23.5033
589.5,1,20,23.5032
590,1,20,23.5031
590.5,1,20,23.5031
591,1,20,23.503
591.5,1,20,23.503
592,1,20,23.5029
592.5,1,20,23.5029
593,1,20,23.5028
593.5,1,20,23.5027
594,1,20,23.5027
594.5,1,20,23.5026
595,1,20,23.5026
595.5,1,20,23.5025
596,1,20,23.5025
596.5,1,20,23.5025
597,1,20,23.5024
597.5,1,20,23.5024
598,1,20,23.5023
598.5,1,20,23.5023
599,1,20,23.5022
599.5,1,20,23.5022
600,1,20,23.5022
